"","Site","Family","Species","count","Site.name","reef.type","year"
"674","MC","PAR","DUSKY",1,"Maavah corner","channel","2021/22"
"675","MC","PAR","GFACE",1,"Maavah corner","channel","2021/22"
"676","MC","PAR","L-NOSE",1,"Maavah corner","channel","2021/22"
"677","MC","PAR","SHEEPHEAD",28,"Maavah corner","channel","2021/22"
"678","MC","PAR","SORDID",30,"Maavah corner","channel","2021/22"
"679","MC","RAB","STR",10,"Maavah corner","channel","2021/22"
"680","MC","SNAP","BLACK",2,"Maavah corner","channel","2021/22"
"681","MC","SNAP","FUL",13,"Maavah corner","channel","2021/22"
"682","MC","SNAP","FUR",3,"Maavah corner","channel","2021/22"
"683","MC","SNAP","GIB",163,"Maavah corner","channel","2021/22"
"684","MC","SNAP","MID",8,"Maavah corner","channel","2021/22"
"685","MC","SNAP","MONO",46,"Maavah corner","channel","2021/22"
"686","MC","SNAP","RED",5,"Maavah corner","channel","2021/22"
"687","MC","SNAP","VIR",1,"Maavah corner","channel","2021/22"
"688","MC","T&J","MEL",1,"Maavah corner","channel","2021/22"
"689","MC","TRIG","IND",19,"Maavah corner","channel","2021/22"
"690","MC","TRIG","STR",8,"Maavah corner","channel","2021/22"
"691","MC","TRIG","SUFB",2,"Maavah corner","channel","2021/22"
"692","MI","BUT","AUR",2,"Maavah inside","inside","2021/22"
"693","MI","BUT","FAL",8,"Maavah inside","inside","2021/22"
"694","MI","BUT","TFT",18,"Maavah inside","inside","2021/22"
"695","MI","BUT","TRI",5,"Maavah inside","inside","2021/22"
"696","MI","EMP","G.MIC",1,"Maavah inside","inside","2021/22"
"697","MI","EMP","HAR",1,"Maavah inside","inside","2021/22"
"698","MI","EMP","MONO",7,"Maavah inside","inside","2021/22"
"699","MI","GRO","ARE",25,"Maavah inside","inside","2021/22"
"700","MI","GRO","ARG",14,"Maavah inside","inside","2021/22"
"701","MI","GRO","LEA",1,"Maavah inside","inside","2021/22"
"702","MI","GRO","LEU",6,"Maavah inside","inside","2021/22"
"703","MI","GRO","LOU",1,"Maavah inside","inside","2021/22"
"704","MI","GRO","ROG",13,"Maavah inside","inside","2021/22"
"705","MI","GRO","SEX",1,"Maavah inside","inside","2021/22"
"706","MI","GRO","SON",1,"Maavah inside","inside","2021/22"
"707","MI","GRO","SPIL",1,"Maavah inside","inside","2021/22"
"708","MI","PAR","2COLOR",1,"Maavah inside","inside","2021/22"
"709","MI","PAR","3COLOR",4,"Maavah inside","inside","2021/22"
"710","MI","PAR","BLUEBAR",1,"Maavah inside","inside","2021/22"
"711","MI","PAR","DUSKY",37,"Maavah inside","inside","2021/22"
"712","MI","PAR","FRENATUS",2,"Maavah inside","inside","2021/22"
"713","MI","PAR","GFACE",26,"Maavah inside","inside","2021/22"
"714","MI","PAR","SORDID",140,"Maavah inside","inside","2021/22"
"715","MI","SNAP","BLACK",11,"Maavah inside","inside","2021/22"
"716","MI","SNAP","GIB",5,"Maavah inside","inside","2021/22"
"717","MI","SNAP","IND2",1,"Maavah inside","inside","2021/22"
"718","MI","SNAP","MID",1,"Maavah inside","inside","2021/22"
"719","MI","SNAP","RED",6,"Maavah inside","inside","2021/22"
"720","MI","TRIG","STR",24,"Maavah inside","inside","2021/22"
"721","MK","BUT","AUR",8,"Mundoo kandu","channel","2021/22"
"722","MK","BUT","GUT",34,"Mundoo kandu","channel","2021/22"
"723","MK","BUT","LN",5,"Mundoo kandu","channel","2021/22"
"724","MK","BUT","MEY",9,"Mundoo kandu","channel","2021/22"
"725","MK","BUT","PHA",2,"Mundoo kandu","channel","2021/22"
"726","MK","BUT","PYR",2,"Mundoo kandu","channel","2021/22"
"727","MK","BUT","TFT",8,"Mundoo kandu","channel","2021/22"
"728","MK","BUT","XAN",2,"Mundoo kandu","channel","2021/22"
"729","MK","GRO","ALBO",1,"Mundoo kandu","channel","2021/22"
"730","MK","GRO","ARG",48,"Mundoo kandu","channel","2021/22"
"731","MK","GRO","BOE",13,"Mundoo kandu","channel","2021/22"
"732","MK","GRO","FAS",1,"Mundoo kandu","channel","2021/22"
"733","MK","GRO","LEO",4,"Mundoo kandu","channel","2021/22"
"734","MK","GRO","MAC",3,"Mundoo kandu","channel","2021/22"
"735","MK","GRO","MEL",1,"Mundoo kandu","channel","2021/22"
"736","MK","GRO","MIN",2,"Mundoo kandu","channel","2021/22"
"737","MK","GRO","ROG",2,"Mundoo kandu","channel","2021/22"
"738","MK","GRO","ROG ",1,"Mundoo kandu","channel","2021/22"
"739","MK","GRO","SEX",1,"Mundoo kandu","channel","2021/22"
"740","MK","GRO","SPIL",14,"Mundoo kandu","channel","2021/22"
"741","MK","PAR","2 COLOUR",23,"Mundoo kandu","channel","2021/22"
"742","MK","PAR","3 COLOUR",1,"Mundoo kandu","channel","2021/22"
"743","MK","PAR","DUSKY",19,"Mundoo kandu","channel","2021/22"
"744","MK","PAR","GFACE",1,"Mundoo kandu","channel","2021/22"
"745","MK","PAR","L-NOSE",1,"Mundoo kandu","channel","2021/22"
"746","MK","PAR","SORDID",68,"Mundoo kandu","channel","2021/22"
"747","MK","PAR","STEEPHEAD",1,"Mundoo kandu","channel","2021/22"
"748","MK","RAB","SGR",22,"Mundoo kandu","channel","2021/22"
"749","MK","RAB","STR",3,"Mundoo kandu","channel","2021/22"
"750","MK","SNAP","CHEK",1,"Mundoo kandu","channel","2021/22"
"751","MK","SNAP","FUR",3,"Mundoo kandu","channel","2021/22"
"752","MK","SNAP","RED",1,"Mundoo kandu","channel","2021/22"
"753","MK","SNAP ","FUR",1,"Mundoo kandu","channel","2021/22"
"754","MK","T&J","DOGTOOTH TUNA",1,"Mundoo kandu","channel","2021/22"
"755","MK","T&J","LUG",8,"Mundoo kandu","channel","2021/22"
"756","MK","T&J","MEL",9,"Mundoo kandu","channel","2021/22"
"757","MK","TRIG","IND",25,"Mundoo kandu","channel","2021/22"
"758","MK","TRIG","STR",41,"Mundoo kandu","channel","2021/22"
"759","MK","TRIG","SUFB",16,"Mundoo kandu","channel","2021/22"
"760","MO","BUT","CIT",8,"Maavah outside","outside","2021/22"
"761","MO","BUT","COL",3,"Maavah outside","outside","2021/22"
"762","MO","BUT","GUT",5,"Maavah outside","outside","2021/22"
"763","MO","BUT","KLE",10,"Maavah outside","outside","2021/22"
"764","MO","BUT","LN",5,"Maavah outside","outside","2021/22"
"765","MO","BUT","LUN",2,"Maavah outside","outside","2021/22"
"766","MO","BUT","MEY",3,"Maavah outside","outside","2021/22"
"767","MO","BUT","PHA",1,"Maavah outside","outside","2021/22"
"768","MO","EMP","MONO",6,"Maavah outside","outside","2021/22"
"769","MO","GRO","ARG",15,"Maavah outside","outside","2021/22"
"770","MO","GRO","FAS",2,"Maavah outside","outside","2021/22"
"771","MO","GRO","MIN",1,"Maavah outside","outside","2021/22"
"772","MO","GRO","ROG",3,"Maavah outside","outside","2021/22"
"773","MO","GRO","SEX",8,"Maavah outside","outside","2021/22"
"774","MO","PAR","3COLOR",2,"Maavah outside","outside","2021/22"
"775","MO","PAR","GFACE",4,"Maavah outside","outside","2021/22"
"776","MO","PAR","SHEEPHEAD",17,"Maavah outside","outside","2021/22"
"777","MO","PAR","SORDID",18,"Maavah outside","outside","2021/22"
"778","MO","RAB","2COLOR",1,"Maavah outside","outside","2021/22"
"779","MO","RAB","SHEEPHEAD",3,"Maavah outside","outside","2021/22"
"780","MO","RAB","SORDID",1,"Maavah outside","outside","2021/22"
"781","MO","RAB","STR",2,"Maavah outside","outside","2021/22"
"782","MO","SNAP","CHEK",2,"Maavah outside","outside","2021/22"
"783","MO","SNAP","FUL",13,"Maavah outside","outside","2021/22"
"784","MO","SNAP","GIB",400,"Maavah outside","outside","2021/22"
"785","MO","SNAP","MID",50,"Maavah outside","outside","2021/22"
"786","MO","SNAP","RED",7,"Maavah outside","outside","2021/22"
"787","MO","T&J","MEL",1,"Maavah outside","outside","2021/22"
"788","MO","TRIG","IND",17,"Maavah outside","outside","2021/22"
"789","MO","TRIG","STR",4,"Maavah outside","outside","2021/22"
"790","MO","TRIG","SUFB",12,"Maavah outside","outside","2021/22"
"791","MO","TRIG","SUFC",1,"Maavah outside","outside","2021/22"
"792","OC","BUT","AUR",2,"Olhuveli corner","channel","2021/22"
"793","OC","BUT","CIT",9,"Olhuveli corner","channel","2021/22"
"794","OC","BUT","COL",4,"Olhuveli corner","channel","2021/22"
"795","OC","BUT","GUT",11,"Olhuveli corner","channel","2021/22"
"796","OC","BUT","KLE",12,"Olhuveli corner","channel","2021/22"
"797","OC","BUT","LN",1,"Olhuveli corner","channel","2021/22"
"798","OC","BUT","LUN",4,"Olhuveli corner","channel","2021/22"
"799","OC","BUT","MASK",1,"Olhuveli corner","channel","2021/22"
"800","OC","BUT","PHA",1,"Olhuveli corner","channel","2021/22"
"801","OC","BUT","TFT",2,"Olhuveli corner","channel","2021/22"
"802","OC","BUT","XAN",3,"Olhuveli corner","channel","2021/22"
"803","OC","EMP","MONO",1,"Olhuveli corner","channel","2021/22"
"804","OC","GRO","ARG",6,"Olhuveli corner","channel","2021/22"
"805","OC","GRO","LEA",1,"Olhuveli corner","channel","2021/22"
"806","OC","GRO","MEL",1,"Olhuveli corner","channel","2021/22"
"807","OC","GRO","ROG",2,"Olhuveli corner","channel","2021/22"
"808","OC","GRO","SEX",23,"Olhuveli corner","channel","2021/22"
"809","OC","PAR","3COLOR",10,"Olhuveli corner","channel","2021/22"
"810","OC","PAR","BARTAIL",1,"Olhuveli corner","channel","2021/22"
"811","OC","PAR","BLUEBAR",2,"Olhuveli corner","channel","2021/22"
"812","OC","PAR","DUSKY",5,"Olhuveli corner","channel","2021/22"
"813","OC","PAR","ECLIPSE",1,"Olhuveli corner","channel","2021/22"
"814","OC","PAR","EMBER",15,"Olhuveli corner","channel","2021/22"
"815","OC","PAR","FRENATUS",5,"Olhuveli corner","channel","2021/22"
"816","OC","PAR","GFACE",1,"Olhuveli corner","channel","2021/22"
"817","OC","PAR","ROSY",3,"Olhuveli corner","channel","2021/22"
"818","OC","PAR","SCABER",1,"Olhuveli corner","channel","2021/22"
"819","OC","PAR","SHEEPHEAD",5,"Olhuveli corner","channel","2021/22"
"820","OC","PAR","SORDID",4,"Olhuveli corner","channel","2021/22"
"821","OC","SNAP","FUR",1,"Olhuveli corner","channel","2021/22"
"822","OC","SNAP","MID",5,"Olhuveli corner","channel","2021/22"
"823","OC","T&J","MEL",3,"Olhuveli corner","channel","2021/22"
"824","OC","T&J","ORTH",2,"Olhuveli corner","channel","2021/22"
"825","OC","TRIG","CLN",5,"Olhuveli corner","channel","2021/22"
"826","OC","TRIG","IND",6,"Olhuveli corner","channel","2021/22"
"827","OC","TRIG","STR",7,"Olhuveli corner","channel","2021/22"
"828","OC","TRIG","SUFB",11,"Olhuveli corner","channel","2021/22"
"829","OI","BUT","AUR",4,"Olhutholhu inside","inside","2021/22"
"830","OI","BUT","FAL",6,"Olhutholhu inside","inside","2021/22"
"831","OI","BUT","KLE",3,"Olhutholhu inside","inside","2021/22"
"832","OI","BUT","MEY",1,"Olhutholhu inside","inside","2021/22"
"833","OI","BUT","TFT",7,"Olhutholhu inside","inside","2021/22"
"834","OI","BUT","TRI",12,"Olhutholhu inside","inside","2021/22"
"835","OI","GRO","ARE",2,"Olhutholhu inside","inside","2021/22"
"836","OI","GRO","LEA",1,"Olhutholhu inside","inside","2021/22"
"837","OI","GRO","ROG",1,"Olhutholhu inside","inside","2021/22"
"838","OI","PAR","3 COLOR",1,"Olhutholhu inside","inside","2021/22"
"839","OI","PAR","DUSKY",18,"Olhutholhu inside","inside","2021/22"
"840","OI","PAR","EMBER",3,"Olhutholhu inside","inside","2021/22"
"841","OI","PAR","L NOSE",1,"Olhutholhu inside","inside","2021/22"
"842","OI","PAR","ROSY",4,"Olhutholhu inside","inside","2021/22"
"843","OI","PAR","SHEEPHEAD",1,"Olhutholhu inside","inside","2021/22"
"844","OI","PAR","SORDID",40,"Olhutholhu inside","inside","2021/22"
"845","OI","RAB","CHIN",1,"Olhutholhu inside","inside","2021/22"
"846","OI","SNAP","GIB",1,"Olhutholhu inside","inside","2021/22"
"847","OI","SNAP","MONO",4,"Olhutholhu inside","inside","2021/22"
"848","OI","TRIG","STR",2,"Olhutholhu inside","inside","2021/22"
"849","OR","BUT","AUR",1,"Olhuveli reef","inside","2021/22"
"850","OR","BUT","FAL",2,"Olhuveli reef","inside","2021/22"
"851","OR","BUT","LN",2,"Olhuveli reef","inside","2021/22"
"852","OR","BUT","LUN",6,"Olhuveli reef","inside","2021/22"
"853","OR","BUT","MEL",1,"Olhuveli reef","inside","2021/22"
"854","OR","BUT","MEY",4,"Olhuveli reef","inside","2021/22"
"855","OR","BUT","PHA",2,"Olhuveli reef","inside","2021/22"
"856","OR","BUT","TFT",4,"Olhuveli reef","inside","2021/22"
"857","OR","BUT","TRI",3,"Olhuveli reef","inside","2021/22"
"858","OR","BUT","VEGA",1,"Olhuveli reef","inside","2021/22"
"859","OR","BUT","XAN",8,"Olhuveli reef","inside","2021/22"
"860","OR","EMP","AUR",3,"Olhuveli reef","inside","2021/22"
"861","OR","EMP","ERY",1,"Olhuveli reef","inside","2021/22"
"862","OR","EMP","MONO",14,"Olhuveli reef","inside","2021/22"
"863","OR","EMP","OLI",1,"Olhuveli reef","inside","2021/22"
"864","OR","GRO","ARE",2,"Olhuveli reef","inside","2021/22"
"865","OR","GRO","ARG",2,"Olhuveli reef","inside","2021/22"
"866","OR","GRO","COE",3,"Olhuveli reef","inside","2021/22"
"867","OR","GRO","ROG",9,"Olhuveli reef","inside","2021/22"
"868","OR","GRO","SPIL",2,"Olhuveli reef","inside","2021/22"
"869","OR","PAR","BARTAIL",1,"Olhuveli reef","inside","2021/22"
"870","OR","PAR","BLUBAR",1,"Olhuveli reef","inside","2021/22"
"871","OR","PAR","DUSKY",17,"Olhuveli reef","inside","2021/22"
"872","OR","PAR","G FACE",1,"Olhuveli reef","inside","2021/22"
"873","OR","PAR","SHEEPHEAD",5,"Olhuveli reef","inside","2021/22"
"874","OR","PAR","SORDID",21,"Olhuveli reef","inside","2021/22"
"875","OR","PAR","SORID",40,"Olhuveli reef","inside","2021/22"
"876","OR","PAR","SQ",1,"Olhuveli reef","inside","2021/22"
"877","OR","RAB","CHIN",2,"Olhuveli reef","inside","2021/22"
"878","OR","RAB","SCH",1,"Olhuveli reef","inside","2021/22"
"879","OR","SNAP","FUL",2,"Olhuveli reef","inside","2021/22"
"880","OR","SNAP","IND",1,"Olhuveli reef","inside","2021/22"
"881","OR","TRIG","STR",7,"Olhuveli reef","inside","2021/22"
"882","OR","TRIG","SUFB",1,"Olhuveli reef","inside","2021/22"
"883","PT","BUT","COL",2,"Pink thila","thila","2021/22"
"884","PT","BUT","GUT",4,"Pink thila","thila","2021/22"
"885","PT","BUT","KLE",3,"Pink thila","thila","2021/22"
"886","PT","BUT","LN",3,"Pink thila","thila","2021/22"
"887","PT","BUT","MADA",2,"Pink thila","thila","2021/22"
"888","PT","BUT","MEL",3,"Pink thila","thila","2021/22"
"889","PT","BUT","PHA",5,"Pink thila","thila","2021/22"
"890","PT","BUT","TFT",3,"Pink thila","thila","2021/22"
"891","PT","BUT","TRI",7,"Pink thila","thila","2021/22"
"892","PT","BUT","VLN",2,"Pink thila","thila","2021/22"
"893","PT","EMP","MONO",4,"Pink thila","thila","2021/22"
"894","PT","GRO","ARG",4,"Pink thila","thila","2021/22"
"895","PT","GRO","BOE",1,"Pink thila","thila","2021/22"
"896","PT","GRO","LEU",2,"Pink thila","thila","2021/22"
"897","PT","PAR","DUSKY",19,"Pink thila","thila","2021/22"
"898","PT","PAR","EMBER",8,"Pink thila","thila","2021/22"
"899","PT","PAR","SHEEPHEAD",2,"Pink thila","thila","2021/22"
"900","PT","PAR","SORDID",9,"Pink thila","thila","2021/22"
"901","PT","SNAP","FUL",4,"Pink thila","thila","2021/22"
"902","PT","SNAP","IND",2,"Pink thila","thila","2021/22"
"903","PT","SNAP","MONOS",8,"Pink thila","thila","2021/22"
"904","PT","SNAP","RED",1,"Pink thila","thila","2021/22"
"905","PT","T&J","MEL",3,"Pink thila","thila","2021/22"
"906","PT","T&J","ORTH",1,"Pink thila","thila","2021/22"
"907","PT","TRIG","STR",1,"Pink thila","thila","2021/22"
"908","RDH","BUT","AUR",1,"Rahdhashuhaa","thila","2021/22"
"909","RDH","BUT","COL",1,"Rahdhashuhaa","thila","2021/22"
"910","RDH","BUT","FAL",2,"Rahdhashuhaa","thila","2021/22"
"911","RDH","BUT","GUT",13,"Rahdhashuhaa","thila","2021/22"
"912","RDH","BUT","KLE",14,"Rahdhashuhaa","thila","2021/22"
"913","RDH","BUT","LN",10,"Rahdhashuhaa","thila","2021/22"
"914","RDH","BUT","MADA",7,"Rahdhashuhaa","thila","2021/22"
"915","RDH","BUT","MEY",7,"Rahdhashuhaa","thila","2021/22"
"916","RDH","BUT","PYR",1,"Rahdhashuhaa","thila","2021/22"
"917","RDH","BUT","TFT",12,"Rahdhashuhaa","thila","2021/22"
"918","RDH","BUT","TRI",22,"Rahdhashuhaa","thila","2021/22"
"919","RDH","BUT","VLN",6,"Rahdhashuhaa","thila","2021/22"
"920","RDH","BUT","XAN",1,"Rahdhashuhaa","thila","2021/22"
"921","RDH","EMP","AUR",1,"Rahdhashuhaa","thila","2021/22"
"922","RDH","EMP","GIB",2,"Rahdhashuhaa","thila","2021/22"
"923","RDH","EMP","IND2",96,"Rahdhashuhaa","thila","2021/22"
"924","RDH","EMP","KAS",3,"Rahdhashuhaa","thila","2021/22"
"925","RDH","EMP","MONO",24,"Rahdhashuhaa","thila","2021/22"
"926","RDH","GRO","ALBO",5,"Rahdhashuhaa","thila","2021/22"
"927","RDH","GRO","ARE",13,"Rahdhashuhaa","thila","2021/22"
"928","RDH","GRO","ARG",9,"Rahdhashuhaa","thila","2021/22"
"929","RDH","GRO","BOE",1,"Rahdhashuhaa","thila","2021/22"
"930","RDH","GRO","FAS",1,"Rahdhashuhaa","thila","2021/22"
"931","RDH","GRO","LEO",3,"Rahdhashuhaa","thila","2021/22"
"932","RDH","GRO","LEU",3,"Rahdhashuhaa","thila","2021/22"
"933","RDH","GRO","LOU",11,"Rahdhashuhaa","thila","2021/22"
"934","RDH","GRO","MIN",1,"Rahdhashuhaa","thila","2021/22"
"935","RDH","GRO","POL",1,"Rahdhashuhaa","thila","2021/22"
"936","RDH","GRO","ROG",24,"Rahdhashuhaa","thila","2021/22"
"937","RDH","GRO","SEX",14,"Rahdhashuhaa","thila","2021/22"
"938","RDH","PAR","3COLOR",7,"Rahdhashuhaa","thila","2021/22"
"939","RDH","PAR","BLUEBAR",1,"Rahdhashuhaa","thila","2021/22"
"940","RDH","PAR","DUSKY",38,"Rahdhashuhaa","thila","2021/22"
"941","RDH","PAR","ECLIPSE",3,"Rahdhashuhaa","thila","2021/22"
"942","RDH","PAR","ECLISPSE",1,"Rahdhashuhaa","thila","2021/22"
"943","RDH","PAR","FRENATUS",1,"Rahdhashuhaa","thila","2021/22"
"944","RDH","PAR","SCABER",2,"Rahdhashuhaa","thila","2021/22"
"945","RDH","PAR","SORDID",98,"Rahdhashuhaa","thila","2021/22"
"946","RDH","SNAP","IND2",84,"Rahdhashuhaa","thila","2021/22"
"947","RDH","T&J","MEL",41,"Rahdhashuhaa","thila","2021/22"
"948","RDH","TRIG","STR",23,"Rahdhashuhaa","thila","2021/22"
"949","RDH","TRIG","SUFB",11,"Rahdhashuhaa","thila","2021/22"
"950","RI","BUT","AUR",3,"Raha Inside","inside","2021/22"
"951","RI","BUT","GUT",1,"Raha Inside","inside","2021/22"
"952","RI","BUT","KLE",3,"Raha Inside","inside","2021/22"
"953","RI","BUT","LN",1,"Raha Inside","inside","2021/22"
"954","RI","BUT","OXY",1,"Raha Inside","inside","2021/22"
"955","RI","BUT","TFT",26,"Raha Inside","inside","2021/22"
"956","RI","BUT","TRI",13,"Raha Inside","inside","2021/22"
"957","RI","BUT","XAN",1,"Raha Inside","inside","2021/22"
"958","RI","EMP","ERY",1,"Raha Inside","inside","2021/22"
"959","RI","EMP","LMIC",1,"Raha Inside","inside","2021/22"
"960","RI","EMP","MONO",6,"Raha Inside","inside","2021/22"
"961","RI","EMP","XAN",1,"Raha Inside","inside","2021/22"
"962","RI","GRO","ARE",6,"Raha Inside","inside","2021/22"
"963","RI","GRO","ARG",5,"Raha Inside","inside","2021/22"
"964","RI","GRO","COE",2,"Raha Inside","inside","2021/22"
"965","RI","GRO","LEU",2,"Raha Inside","inside","2021/22"
"966","RI","GRO","MER",5,"Raha Inside","inside","2021/22"
"967","RI","GRO","MIN",1,"Raha Inside","inside","2021/22"
"968","RI","GRO","ROG",4,"Raha Inside","inside","2021/22"
"969","RI","PAR","3 COLOR",16,"Raha Inside","inside","2021/22"
"970","RI","PAR","DUSKY",45,"Raha Inside","inside","2021/22"
"971","RI","PAR","ECLIPSE",1,"Raha Inside","inside","2021/22"
"972","RI","PAR","EMBER",4,"Raha Inside","inside","2021/22"
"973","RI","PAR","LNOSE",1,"Raha Inside","inside","2021/22"
"974","RI","PAR","SORDID",67,"Raha Inside","inside","2021/22"
"975","RI","RAB","2COLOR",1,"Raha Inside","inside","2021/22"
"976","RI","RAB","3 COLOR",1,"Raha Inside","inside","2021/22"
"977","RI","RAB","SCH",8,"Raha Inside","inside","2021/22"
"978","RI","RAB","SGR",7,"Raha Inside","inside","2021/22"
"979","RI","RAB","SORDID",1,"Raha Inside","inside","2021/22"
"980","RI","RAB","STR",4,"Raha Inside","inside","2021/22"
"981","RI","SNAP","FUR",2,"Raha Inside","inside","2021/22"
"982","RI","SNAP","IND",1,"Raha Inside","inside","2021/22"
"983","RI","SNAP","KAS",1,"Raha Inside","inside","2021/22"
"984","RI","SNAP","LEA",1,"Raha Inside","inside","2021/22"
"985","RI","SNAP","MID",1,"Raha Inside","inside","2021/22"
"986","RI","SNAP","ROG",1,"Raha Inside","inside","2021/22"
"987","RI","TRIG","STR",17,"Raha Inside","inside","2021/22"
"988","VA","BUT","COL",6,"Vadinolhu kandu","channel","2021/22"
"989","VA","BUT","GUT",14,"Vadinolhu kandu","channel","2021/22"
"990","VA","BUT","KLE",8,"Vadinolhu kandu","channel","2021/22"
"991","VA","BUT","LUN",1,"Vadinolhu kandu","channel","2021/22"
"992","VA","BUT","MEY",1,"Vadinolhu kandu","channel","2021/22"
"993","VA","BUT","XAN",1,"Vadinolhu kandu","channel","2021/22"
"994","VA","EMP","MONO",3,"Vadinolhu kandu","channel","2021/22"
"995","VA","GRO","ARG",3,"Vadinolhu kandu","channel","2021/22"
"996","VA","GRO","BOE",15,"Vadinolhu kandu","channel","2021/22"
"997","VA","GRO","MIN",2,"Vadinolhu kandu","channel","2021/22"
"998","VA","GRO","ROG",5,"Vadinolhu kandu","channel","2021/22"
"999","VA","PAR","2 COLOUR",15,"Vadinolhu kandu","channel","2021/22"
"1000","VA","PAR","3 COLOUR",5,"Vadinolhu kandu","channel","2021/22"
"1001","VA","PAR","BARTAIL",1,"Vadinolhu kandu","channel","2021/22"
"1002","VA","PAR","BLUEBAR",1,"Vadinolhu kandu","channel","2021/22"
"1003","VA","PAR","DUSKY",4,"Vadinolhu kandu","channel","2021/22"
"1004","VA","PAR","L-NOSE",2,"Vadinolhu kandu","channel","2021/22"
"1005","VA","PAR","SCABER",3,"Vadinolhu kandu","channel","2021/22"
"1006","VA","PAR","SORDID",26,"Vadinolhu kandu","channel","2021/22"
"1007","VA","RAB","SCH",9,"Vadinolhu kandu","channel","2021/22"
"1008","VA","RAB","STR",2,"Vadinolhu kandu","channel","2021/22"
"1009","VA","SNAP","RED",3,"Vadinolhu kandu","channel","2021/22"
"1010","VA","T&J","MACA",1,"Vadinolhu kandu","channel","2021/22"
"1011","VA","TRIG","IND",39,"Vadinolhu kandu","channel","2021/22"
"1012","VA","TRIG","RED",4,"Vadinolhu kandu","channel","2021/22"
"1013","VA","TRIG","REDT",68,"Vadinolhu kandu","channel","2021/22"
"1014","VA","TRIG","STR",22,"Vadinolhu kandu","channel","2021/22"
"1015","VA","TRIG","SUFB",13,"Vadinolhu kandu","channel","2021/22"
"1016","VA","TRIG","SUFC",3,"Vadinolhu kandu","channel","2021/22"
"1017","VA","TRIG","SUFF",1,"Vadinolhu kandu","channel","2021/22"
